catalog_name,product_id,title,brand,colour,category,im_url,im_id
aijo_luxe,410520783_54,Men Striped Regular Fit Shirt,BROOKS BROTHERS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f25f8d302efe759f.jpg?se=2026-08-22T08%3A22%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=Fc9nyeekxLKE2vV9FUvAjX3rEuSooxvYAnnLQcKLics%3D,327a765c2ad3ad6f
aijo_luxe,463117302_olive,Solid Dress,Nidhi Yasha,,Fusion Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/9053b69f7694721e.jpg?se=2026-08-22T08%3A22%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=kYgNsVGIXItOx8HV%2Bj2b6CNxoLIV2/yid9MedR4vvhE%3D,a38dafb8f05488d0
aijo_luxe,410447055_black,Printed V-Neck Long Fit & Flare Dress,LABEL RITU KUMAR,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/0eb3536b8741924b.jpg?se=2026-08-22T08%3A22%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=Ls%2Bp4ulYpvrbhBMNHrzbCxeZbPwQL0AwWqVDJ6Q8Nf0%3D,dc51dc0571603e6f
aijo_luxe,410476465_700,Hour Mini Heart Studs,KATE SPADE,,Fashion Jewellery,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/3974b97aa882978f.jpg?se=2026-08-22T08%3A22%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=lDIMajL0YEqWX0NHoD%2BMyMLvJn0fwEwpOTMR%2Bsi29IM%3D,26d6ec94343710ce
aijo_luxe,463550077_green,Striped V-Neck Top,Nikasha,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/06f338060a401fc1.jpg?se=2026-08-22T08%3A22%3A16Z&sp=r&sv=2026-06-06&sr=b&sig=4goIsnV3AKBbpH1Wb6Rnf4sC/UdLMpsY%2BHYPqrEc2cQ%3D,bb32eba26b71de35
aijo_luxe,410507567_348,Riviera Xsoft Cotton Jersey Polo T-Shirt,PAUL & SHARK,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/9eaf3179a8ff09d7.jpg?se=2026-08-22T08%3A22%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=7XggeDU9OTiFkuToZKdTaVUWVQDPlz0u65a1kkgv2TU%3D,104aaa905f8c4258
aijo_luxe,701376205_beige,Men Regular Fit Polo T-shirt,TRUE RELIGION,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f67e61b0c3603ab9.jpg?se=2026-08-22T08%3A22%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=%2BXGaQHOuRxAR6azvNMZB8QgLFzp4v%2BjAPGHt5jtS/gA%3D,3051f4c640bc7544
aijo_luxe,703227016_green,Women Embroidery Dress,Edition II,,Fusion Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/ac8ddf78bc47a5da.jpg?se=2026-08-22T08%3A22%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=LyTiD6vN0Jp%2Bj4H8fyWXxDgSTEMroB4Uu5VnptcrkRg%3D,81c173ad5d2b8886
aijo_luxe,701175557_indigo,Women Embroidered Dupatta with Contrast Border,Exotic India,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a69e264ec3b8e8fc.jpg?se=2026-08-22T08%3A22%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=GfY2wHz/sDYa7wYaqo2BEzUfwKIz%2BdhqpA1yMujv%2BQo%3D,3e8675f495590393
aijo_luxe,410532609_1b000,Embroidered Dive In Crest T-Shirt,VERSACE,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/6755b5bd3c52ab99.jpg?se=2026-08-22T08%3A22%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=ZApchWd5U%2Bq650cjqsvlbB3zCJkg7b/S16fbadmUmuY%3D,198477844d98a3e2
aijo_luxe,410484269_m8025,Cutted Collar Regular Fit Single-Breasted Blazer,GIORGIO ARMANI,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/c6a34caf6a9ef23d.jpg?se=2026-08-22T08%3A22%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=XoUGgOSjVFxGOQTwSLeNfScv5V3UgGcHnPeK7HruB%2BM%3D,9d136dba8491faa5
aijo_luxe,702802884_white,Women Floral Print A-Line Dress,Pretty Pixie,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/d724ed187cf5f6ef.jpg?se=2026-08-22T08%3A22%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=viRk2V/YquCi31U1tAcD2xV5SdrAfEwYQmRBgqtyKyo%3D,1d3976f1814c1326
aijo_luxe,702453836_offwhite,Cotton Slim Fit T-shirt,S&N by Shantnu Nikhil,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a6937cf22b74957d.jpg?se=2026-08-22T08%3A22%3A17Z&sp=r&sv=2026-06-06&sr=b&sig=adkAOPqA6T34wYN7B9hbcFNFyzE2S/Om5etyoXkGb/4%3D,953946dc767c3dbc
aijo_luxe,701892577_gold,Women Stone Studded Necklace and Earrings Set,Indinoor,,Fashion Jewellery,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1b1994e0a58e66f7.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=O60gVxRblcFubVvRcWvAqwe3Mh7r05tB9gHrRPZrp5c%3D,c812c5f04cb86911
aijo_luxe,467317629_white,Brand Print Regular Fit Crew-Neck T-Shirt,TRUE RELIGION,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/37eeb90e04ac3036.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=R5%2B9lO4n99rqRF3HqjKFUw5mvFZKwmkMZ%2BIUqsR9t9M%3D,21bf485ba769254b
aijo_luxe,410516829_001,Gradient Logo Relaxed Fit Cotton Terry Sweatshirt,HUGO,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/206a1a6e5b38e013.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=yhIVbfaAUMbIDV9zPntStaZsN/%2BO2iAd9yPPcXUHZHI%3D,745ee41cec3d7a1a
aijo_luxe,701511904_black,Men Embroidered Regular Fit Crew-Neck Sweatshirt,Rare Rabbit,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/b499a37e71041cc7.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=YbvYzbVSnEJOOoHlK4bjBMZwFLrvQmWeQciHY465S%2Bc%3D,4cf3f3feeed2291f
aijo_luxe,469774080_jetblack,Nero Long Sleeves Cotton Regular Fit T-shirt,ALL SAINTS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/227749fb607d5367.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=OHDZsHA9rmA2QnGYdFTIjD/lq0G%2B2rRAf9EWKcrfgec%3D,07007bf9cde4d382
aijo_luxe,702802408_green,Women Floral Shirt Dress,Pretty Pixie,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/0d7524b593384b0c.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=Y4x5ErQdHwWnfGjgLUSimLtJ6O7hZcD3jm/ZhU1l1AE%3D,936a96e3f6adf925
aijo_luxe,700900631_aqua,Women Traditional Saree    ,Vinusto,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/272929ebd591681c.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=1IZgIJpFLZvsP3XIfSwcpsRyDdlxQuNUTqldDQsLzg0%3D,41a8b18f50cbabd3
aijo_luxe,467254590_white,Women Embroidered Shirt Dress,STYLE ISLAND,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/84ba1e50fcd8f81e.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=l0f7gUOlODaz01aM9FmaqbuzuwS7bxGEGtfqmd8j8J0%3D,ce28d134f9b5e8bd
aijo_luxe,410408991_110,Logo Artwork Cotton Jersey Regular Fit T-Shirt,HUGO BLUE,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/ec528039392b233e.jpg?se=2026-08-22T08%3A22%3A18Z&sp=r&sv=2026-06-06&sr=b&sig=%2Bz3Nfm5PLyKkwxjafFB3P%2BSnhVGk7eut6Rnncxn/Mvc%3D,3bd17d859aafdcbf
aijo_luxe,469743661_camel,Men Regular Fit Crew-Neck Sweatshirt,Ami Paris,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/58b4f782c2a8254f.jpg?se=2026-08-22T08%3A22%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=5WuuB9pJxdsoFbgGydFUcKtB0wTzFMdoPOIUET/w%2B6g%3D,a46e5834f2ab8201
aijo_luxe,410483026_100,Floral Eyelet Top,KATE SPADE,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/e31f16d6055e1a32.jpg?se=2026-08-22T08%3A22%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=pGZgm2NXpTumcgXxXh%2BMOuFwz1%2Bk1RSwfFczZQXoyGc%3D,c3bc03b6c02c6744
aijo_luxe,410507625_10,Riviera Xsoft Cotton Regular Fit T-Shirt,PAUL & SHARK,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/b427693e207dbde4.jpg?se=2026-08-22T08%3A22%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=1UmMsCfcMhe9L5P8CyGpb9YSv3JFF8F7ohzcuPui41E%3D,0c29962df71d56b3
aijo_luxe,701577869_blue,Women Relaxed Fit Printed Top,RESORTIRE,,Fusion Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/afdfefba6af1017d.jpg?se=2026-08-22T08%3A22%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=spJqt4S/INZv4afn7HOO2w8KKRAEoyV5oYVG/q2PMLE%3D,579fde226848a6cd
aijo_luxe,703322680_blue,Men Embroidered Tailored Fit Shirt,Brahaan,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/05a97e5841f563be.jpg?se=2026-08-22T08%3A22%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=6z7v%2Bs3AVUGfKn9rjkC%2BXriHiGQSgnHfsWU5P3Pn7gQ%3D,1d17cfdc942ab917
aijo_luxe,410455517_u1105,Eagle Logo Cotton Regular Fit Crew-Neck T-Shirt,EMPORIO ARMANI,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/8ae94c28fe0ea700.jpg?se=2026-08-22T08%3A22%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=luNuLc6izo4OmwrfB%2BvaKgtgTzCO2ZbJ6dRche%2Bok6w%3D,e613fb8a7c199da0
aijo_luxe,410367144_0594,Cotton Relaxed Fit T-Shirt,EMPORIO ARMANI,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/01de79a30f0d823d.jpg?se=2026-08-22T08%3A22%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=5lj0q5hXxzIho6Jkumvm9FNiBCZhyK9f%2BbRLcXcLAdI%3D,10123df59a1a9073
aijo_luxe,469774076_sunilblue,Xander Flocked Logo Oversized T-Shirt,ALL SAINTS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/08f8412fcb5aa757.jpg?se=2026-08-22T08%3A22%3A19Z&sp=r&sv=2026-06-06&sr=b&sig=jsIzCMzfTLRHVYe9/SsmA9gZn/5Q4OxtWllFlABxEtY%3D,12128c0429ec17cb
aijo_luxe,464224575_pink, Classic Shirt with Button-down Closure ,Andamen,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/97be6d49e39204d1.jpg?se=2026-08-22T08%3A22%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=MWIRgcXLKbeNticyN/FFhyJLxtvnU3/yHXrNn%2BUdGcE%3D,ea2fba80a07c525e
aijo_luxe,469794988_offwhite,Men Crew-Neck Regular Fit Cotton T-Shirt,KENZO,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/bf84658b7a5f1209.jpg?se=2026-08-22T08%3A22%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=il3KamCLzsyB1XAONAxIAekEjNbLp8uBnVrr1Lt2aBs%3D,2bb7ef604731efa3
aijo_luxe,701522108_black,Men Spread Collar Regular Fit Shirt  ,Rare Rabbit,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/b78f627fccf7ffa3.jpg?se=2026-08-22T08%3A22%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=4GXIN6RGBRcdEnR8VYGSfNt6H/aWWeymp5jFy7pXjpg%3D,39ebf89f61ee6466
aijo_luxe,700912438_offwhite,Men Embroidery Shawl,Exotic India,,Clothing Accessories,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/a6791b104b245a85.jpg?se=2026-08-22T08%3A22%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=ORUJvkw4cGMRFps2zF44IMRltP1AqFZzXi0o8AmRmKI%3D,566ee761fc8b9226
aijo_luxe,701173530_pink,Women Sterling Silver Stone-Studded Pendant with Chain,MISS JO,,Fashion Jewellery,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f2d247ec96cde430.jpg?se=2026-08-22T08%3A22%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=AmYIvhn0SQ8uPlJb1o6O3SzonFYBI0Lg30ohV8ak/FU%3D,a54732c5866ace4b
aijo_luxe,462102610_red,Checked Woven Saree,YAVI,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/bea1ae3bcdea0bb6.jpg?se=2026-08-22T08%3A22%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=c/cRlnolIDWSaY//H6X/5nH5xiTWpj48In7VnsuqX8E%3D,3c6682ce2af3d815
aijo_luxe,469798646_black,Legion Relaxed Fit Bomber Jacket,ALL SAINTS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/02204e40c6660643.jpg?se=2026-08-22T08%3A22%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=H3mBQqI4wyCK8JRvuPDbNBCKc7xaVgxHw01WZslYS4I%3D,dd1a3898dd3e0842
aijo_luxe,701937154_black,Men NM Series Automatic Watch 40 mm - NM-PGBL,OBLVLO,,Timewear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f4e1bc80248febd2.jpg?se=2026-08-22T08%3A22%3A20Z&sp=r&sv=2026-06-06&sr=b&sig=FwNCs2ZqFkv1SdmM4h5tIivETn3%2BCABFrbNVrFU4Bp8%3D,47cb675dd432bd08
aijo_luxe,410485280_100,Cotton Blend Regular Fit Polo T-Shirt,BOSS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/fdcaf7f620bbd0a0.jpg?se=2026-08-22T08%3A22%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=Jm/Pv3w6M982%2BGp6NmG2JyE/tjLUyOZTQw3b08EKHs0%3D,af5fd807f724faa5
aijo_luxe,701532397_white,Men Regular Fit Shirt with Spread Collar,Rare Rabbit,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/293f274344519036.jpg?se=2026-08-22T08%3A22%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=%2BuoHtTYdPJN6gH0bNYxBSB7VVHrS%2BlJ7E9fziCynjQI%3D,03373e756618aae5
aijo_luxe,410533829_131,Double B Monogram Jacquard Water-Repellent Bomber Jacket,BOSS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/d037006f68630cae.jpg?se=2026-08-22T08%3A22%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=Z3bN%2B23tiD6hbuXhhrbhFpzMn00p7/gdWbitBksaHvA%3D,4d684be614308b92
aijo_luxe,465493447_cream,Embellished Skirt-Suit Set,Mati,,Fusion Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/43bbf7b52e62c7cc.jpg?se=2026-08-22T08%3A22%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=zMUp5Slfqg/cDWSVfBjxHGScnlN%2B7m7gWnlJQi7C%2Bz8%3D,5f76be030085c6b0
aijo_luxe,469800720_multi,Women Artsy Surreal Land Relaxed Fit Pants,FARM RIO,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/edfa4adf855d5e8a.jpg?se=2026-08-22T08%3A22%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=nVeq69JXFt2Yvg86H9Z86h5chG%2BiazdI80UawThcCLU%3D,17f0eac7b923905c
aijo_luxe,702202163_purple,Women Embroidered Regular Fit Top,STYLE ISLAND,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/107e7f08810ef50e.jpg?se=2026-08-22T08%3A22%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=xp8hPcEjosS2RzJjGbTnTunxNjN4WCsnLr7QR8ywcR0%3D,648c68ce86f9d28c
aijo_luxe,410455519_ub118,Full-Length Trousers with Single-Pleat & Side Pockets,EMPORIO ARMANI,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/16378c592a8e16a9.jpg?se=2026-08-22T08%3A22%3A21Z&sp=r&sv=2026-06-06&sr=b&sig=y8LYGnTecgJg7v0fNF1QgdvDDZbcHcxAGVdvsGHa6l8%3D,7fb3ca7f6363bab1
aijo_luxe,464440613_pink,Striped Anarkali Kurta Suit Set,Myaara,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/dd70e87a4b36d1c0.jpg?se=2026-08-22T08%3A22%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=6LyNUe6JuN9DLzgByOTJDtzsUltCCU0%2Bhzuxc93H6yo%3D,5c4253989abdee67
aijo_luxe,410507546_72,Shark Tag Double Pique Polo T-Shirt,PAUL & SHARK,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/0761a743d428d7a0.jpg?se=2026-08-22T08%3A22%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=a3I10Sz0c4xz5hobRc5pzqn0fUHCTXj5j/MHtV8QyTg%3D,c891dd2284cbf285
aijo_luxe,700237827_grey,Printed Tie-Up Blazer & Pants Set,Nikita Mhaisalkar,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/deb24528746f5e8f.jpg?se=2026-08-22T08%3A22%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=Luvz/A4IQkFuvJLuoCZECU4m7EDyICChCWiN0zWebVw%3D,aef0fee227cac8ac
aijo_luxe,466482350_yellow,Women Embroidered Straight Track Pants,STYLE ISLAND,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/b71c55e25ed59392.jpg?se=2026-08-22T08%3A22%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=H%2BYVVYqbdii/mhjKO5PtDGZYm528GEQxaPAzang7PAk%3D,6a2b214f0d563ebf
aijo_luxe,410563222_f8210,All-Over Flocked Logo Lettering Regular Fit Shirt,EMPORIO ARMANI,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/062ca9bc166c3538.jpg?se=2026-08-22T08%3A22%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=TXEJt%2BtguRQVDnlPzL9v1DqNRB82fqUr0YXNToUqkoA%3D,b8895e9342a02884
aijo_luxe,701836546_black, Men Cotton Regular Fit Shirt,SDS by Kushal Shah,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/601f2137dbfd9c4c.jpg?se=2026-08-22T08%3A22%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=sANaCeL7ozKU88KS3kTGHGeJabPsi2CoZrdAKlIEGq0%3D,8f153d8abfd9cfe8
aijo_luxe,700332205_blue,Water-Resistant Multifunction Watch-R3253578031,Sector,,Timewear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/8e10c876a1d9df50.jpg?se=2026-08-22T08%3A22%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=tlp3tsaDl02EpIpV5gdpKMrVY/k5C6hVhtRDA/jPM8o%3D,116fc5e798d4191e
aijo_luxe,410563459_40,Regular Fit Linen Dress Shirt,BROOKS BROTHERS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/b389436523e9904f.jpg?se=2026-08-22T08%3A22%3A22Z&sp=r&sv=2026-06-06&sr=b&sig=Y67ivFF/pJP1zvGkiLPtzQB6vlJ9zVhZ1dOYa8DKFxw%3D,3801c655b0af30cc
aijo_luxe,410533519_212,Easy-Iron Regular Fit Cotton Poplin Shirt,BOSS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f2d60a6190e4ed61.jpg?se=2026-08-22T08%3A22%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=NBmSk1WcLxuW%2BsZM0RhIJaaIUtRbwCLedCaWCBic/gY%3D,e25f177419cc903d
aijo_luxe,700188787_green,Men Striped Regular Fit Crew-Neck T-Shirt,Andamen,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f00f554d91423d08.jpg?se=2026-08-22T08%3A22%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=bMcYbPbx42FDKW/NJ6cV6ORCn%2BicUI0tNSwBSyZwwn0%3D,525f15e840290f33
aijo_luxe,410390942_100,Constellation Shark Cotton J-Fit Poplin Shirt,PAUL & SHARK,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/90bc89c80274a4ac.jpg?se=2026-08-22T08%3A22%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=P4vWMPzETrovHddZyt/RGrXsE6DTRw9d8AGXWKciSRU%3D,a089854718307e97
aijo_luxe,702740685_red,Women Embroidery Shirt Dress,Richaa Goenka,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/6a07d950b0af3d0f.jpg?se=2026-08-22T08%3A22%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=F%2BDji%2BeDgBx6zgYy%2BHGuSqYkszzrYASIBGQiJc5fjI8%3D,b3624ce13bdcdf03
aijo_luxe,410539593_291,Cashmere Vest Top,Sandro,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/cf6f40d489abacc8.jpg?se=2026-08-22T08%3A22%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=IX6iUhE6/y7qyOpuYz4eq25hhNz1qs3NrOT5At324gI%3D,55b06389d8ecf360
aijo_luxe,410497501_09u6,Marine Logo Print Relaxed Fit T-Shirt,EMPORIO ARMANI,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/76300c94871ff353.jpg?se=2026-08-22T08%3A22%3A23Z&sp=r&sv=2026-06-06&sr=b&sig=hBYtQAVcXRTh5%2BRBPKZd4vW5nveeEIbHZbuBuI9E7%2Bc%3D,47dbf791a8437019
aijo_luxe,702083471_pink,Girls Embellished Kurta Suit Set,Biba,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/66a602766eeb76c1.jpg?se=2026-08-22T08%3A22%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=%2BAbMhYSd9reN5w/eta91gxFeJrEewPXfRJYzcemFwc0%3D,bd3c52fe754d249f
aijo_luxe,410366569_745,Slim Fit Linen Sports Shirt,BROOKS BROTHERS,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f88d6f74fdef0782.jpg?se=2026-08-22T08%3A22%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=obVotjNGMEWgz6Hs9vBcL%2B3ocybfgsc2NSatWXOBweo%3D,13f5b4879bec46e0
aijo_luxe,466515359_green,Spread-Collar Shirt with Flap Pockets,Andamen,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/b647fd74057c67eb.jpg?se=2026-08-22T08%3A22%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=ryT3TMXKTfWMyHyeLvsXpDaX%2BrnqEX6Bw61g%2BmhLjio%3D,893f07338fcfa039
aijo_luxe,469675750_white,EMBROIDERED WHITE SHORT SLEEVE BLOUSE,FARM RIO,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/f077ce3b90767058.jpg?se=2026-08-22T08%3A22%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=N3LrQMKw4uaM8xOAnB%2BLFvtkD3ptmjVVb4ZzjAS2M%2BQ%3D,2670a982c8521a12
aijo_luxe,410386693_ylw00,The Sunny Serenade Short kaftan,SATYA PAUL,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/23c148374832af05.jpg?se=2026-08-22T08%3A22%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=iYNAaR9y6zYCdUndX2MlKetNNAGAdNHCzfgOLZNrtv8%3D,18a981690f05df06
aijo_luxe,410570611_201,Regular Fit Tweed Short Dress,Maje,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/3b3cf0ccb0b467b0.jpg?se=2026-08-22T08%3A22%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=UVyrY20w59KGyqbxCuGh3mDDKMrNY/uJKXBGq9OA8c0%3D,c52ce31e13003e5a
aijo_luxe,701230999_rosegold,Women Analogue Watch,GUESS,,Timewear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/1148b4bdaed9c515.jpg?se=2026-08-22T08%3A22%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=DvNpxZVEt8Gk86kIiXdIokGjb3Yiys/ytJep7OM6uNg%3D,304a94ea5da62a75
aijo_luxe,701261049_green,Women Printed Saree with Contrast Border,Very Much Indian,,Ethnic Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/768f3db585e27828.jpg?se=2026-08-22T08%3A22%3A24Z&sp=r&sv=2026-06-06&sr=b&sig=RzUlAknhVszJbbJqoPSUwubcs9vZoRX/hYKr4R1EEEc%3D,5fff973d3c8b0aad
aijo_luxe,701181794_beige,Men Relaxed Fit Crew- Neck T-shirt,Andamen,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/8acfb7c17f415d10.jpg?se=2026-08-22T08%3A22%3A25Z&sp=r&sv=2026-06-06&sr=b&sig=inALa5xSNTII5gv0ZYED9rprRWQFUMSC3QYpI8nloP8%3D,8ce680bd346835c1
aijo_luxe,700750163_grey,Women Regular Fit Top,Cilvr,,Western Wear,https://rezolvemlsea5237258348.blob.core.windows.net/dataset-cache/images/69cc78d7cfeb8553.jpg?se=2026-08-22T08%3A22%3A25Z&sp=r&sv=2026-06-06&sr=b&sig=2bhb/4BLXL0jtqzZqrLGe%2BRSyXR1PZQRE%2BTZ9H7t0BI%3D,61360a117ca2d070
